,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,mse_liq_density,mapd_liq_density,mae_liq_density,mpd_liq_density,mse_surf_tens,mapd_surf_tens,mae_surf_tens,mpd_surf_tens
15,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,15.691099057278269,0.3637255079673969,3.4833135593419002,-0.06856018997286702,50.64508582400001,29.237644098877247,7.082420000000002,29.23764409887725
16,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,91.14843009543429,0.9759781227519762,9.19686337476728,-0.9759781227519762,1.236550670499998,4.203216227987646,1.0171499999999996,-4.203216227987647
17,0.36901479439545226,0.3217893520336921,0.24214694364754574,0.2929770652323623,0.21446323723024394,0.2529930955843723,0.2797241674282486,0.3536967560851746,0.42104904026166173,0.1288005770837285,0.08264492979514135,0.07097636614777057,0.8255022689193801,1.1106502868402877,32.09866194852256,0.45732916907604254,4.228551360705683,-0.4173902764563131,13.03926799299999,13.601277135987639,3.4290599999999984,-13.60127713598764
18,0.3692020010472219,0.22595838364980186,0.398368938013816,0.20783027388526226,0.21278908471536573,0.38957730540286317,0.29456504734971567,0.5317094689513697,0.15126365185768542,0.14576147518483767,0.07859945690148923,0.08253658010596458,0.6062473599053398,0.716055931470587,48.957811795328766,0.6894977362592177,6.467764768116171,0.6894977362592178,39.35872939950001,25.25340316674519,6.211230000000001,25.253403166745194
19,0.3692482962395137,0.20785002457310164,0.24945417457273306,0.26228747588670104,0.17105733884436825,0.32122631837129373,0.31619345333036686,0.5502032803337322,0.08560918489197873,0.41622335664122195,0.06096389985036357,0.04761453725849349,0.8081494997371572,0.7193689631198709,72.80283814442166,0.7656599026913473,7.24763134297059,-0.11768125658344468,18.539289865499985,17.905266211283834,4.287209999999997,-17.905266211283834
20,0.3768867670401077,0.2379515357710755,0.3716282964256349,0.27485609220906126,0.19660778419099495,0.32162452962827676,0.30907810601061014,0.5700150221808347,0.45659911446870927,0.23472356491687152,0.08194907142725419,0.029170188493353642,0.5442663393433668,0.9753903846686822,26.84709757239549,0.49608770943011987,4.641050160990266,0.4960877094301198,29.473508089500022,22.23938996758194,5.419310000000002,22.23938996758194
21,0.38255637814872323,0.23010861050377243,0.3969714843801051,0.21310671204667397,0.2692091875659053,0.30621806894709935,0.20241072196034865,0.6111081586006438,0.4584962920823517,0.41616606778322185,0.024986626638142977,0.07296712319831314,0.7557012731849091,0.7653795730634632,20.135955212120678,0.46995673199947147,4.467360659251926,-0.4699567319994714,1.528695669000001,4.131101690907038,1.0430600000000005,4.131101690907038
22,0.3933714664092508,0.35446379192045874,0.2696043958927051,0.2521568896509221,0.28809492191314073,0.23782062873631177,0.2248636912751819,0.5746391908962662,0.4263791802361937,0.17787946035579255,0.041495595785931386,0.06785601920195472,0.41437329342899626,0.8093967364996579,61.86171230356233,0.8130883724346654,7.749180785693511,0.8130883724346655,6.541588955000002,10.512049316556274,2.5520000000000005,10.512049316556272
23,0.39490724378336584,0.3240432181541489,0.3974922513279304,0.2276210224498127,0.27762951264855423,0.3425584503289053,0.20696615740002441,0.618083841244009,0.37778218271927505,0.5356398175355492,0.06697553735312958,0.03455277761263799,0.4279190775876962,0.9605552011032081,79.44036062297589,0.8151434934113778,7.805602861394528,-0.17114995221921064,192.0889002815001,57.351752590244374,13.843990000000002,57.351752590244374
24,0.39609913397150054,0.3706020154888527,0.3005872395271706,0.27054993796029037,0.16056793257250404,0.3104712492968499,0.2561284786841125,0.28130309081819793,0.5703729273025729,0.16157100139199299,0.06098579666647645,0.04953922703082443,0.46406441976363866,0.7170641280827474,29.507858627192842,0.5223878700700544,5.037621007261191,-0.5223878700700545,4.439619822000008,8.745376491351644,2.067100000000002,8.745376491351644
