,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
155588,0.38536202405620734,0.5584769475760744,0.2492956555281741,0.6130332743686244,0.8810082939850451,0.39190299454249633,0.8449294294492583,0.5557007574419156,0.9378142197491247,0.6276677213485536
76148,0.17396659611831586,0.8636426122302682,0.20322640268725714,0.748116184323874,0.3613378609170462,0.6287963900809542,0.6538050549667503,0.5515595004359254,0.48817816571190437,0.9612056042075672
154880,0.9069303333018175,0.720450539874518,0.8002207089620668,0.10413110065356453,0.14769457715901746,0.18143280550574892,0.19521817606243594,0.9971189511061085,0.3828409079967394,0.3011978592006185
38483,0.21959265612563947,0.7467542037312945,0.8643806352148045,0.20128606760566814,0.4124397241776159,0.6330730544436213,0.9657813068181993,0.5365740701372923,0.7435274964329578,0.5391732721917423
145886,0.691070413275078,0.18118765450128113,0.26089270374783247,0.756640889785452,0.3565319868679749,0.5540849880114012,0.7965606491227502,0.8579157319351941,0.8383223342488106,0.9913231983965631
143598,0.13484187383177862,0.7838508998798384,0.16384616674341065,0.9273017542501368,0.6500994349015115,0.9538125966380798,0.5172069700246926,0.6488292499547975,0.8874244692884963,0.42825389971083766
76833,0.5571508306122485,0.6377496290806851,0.8737915176622086,0.05333385331102797,0.5378823383434215,0.342748871173564,0.767506606227428,0.7943238898318021,0.4200002410010005,0.46918986797700674
39288,0.7109165413952412,0.24808194179261306,0.4978431740335901,0.5590811558106278,0.4925639344681371,0.8550498600838189,0.45052741524667606,0.38997178159437695,0.949770686965896,0.5783839567418733
150033,0.11995976752410237,0.8189327136952573,0.7423316768682663,0.27153234816900584,0.6115626953761755,0.8969288184922877,0.8047982917927139,0.8829166459237708,0.36018771749599127,0.6672051191185091
37949,0.29893132934997474,0.5078268214934741,0.15351348456114236,0.8276885056437724,0.26177528319809823,0.7721618671763084,0.4180985649020993,0.6974684293301016,0.997917316699576,0.4686699696507493
120015,0.4443536736857684,0.7190275542784803,0.9530352126308005,0.024193640199392144,0.016182197406960974,0.9610202998746998,0.4645339020325509,0.8942432302572146,0.2107801242389186,0.6187418410816217
33754,0.05546675820146568,0.9436890946391092,0.026000738644510014,0.8639417656403542,0.3018976047004847,0.5088726131006963,0.9350094261005552,0.20015169658689752,0.49324629084889987,0.36417146860050537
122556,0.5750307392540651,0.5329547851749802,0.023469289722019653,0.6854569251561047,0.35855402945470555,0.3399948278569041,0.23952162280225497,0.5217819228384244,0.9224060791332529,0.9798985330892872
16216,0.7201314016694265,0.5694738902093089,0.6031343276838547,0.3918823503393465,0.449441172857243,0.5553305672712079,0.31953692170639536,0.7465076530890649,0.5919136776988408,0.16095613440763182
153501,0.13026146171934766,0.9505980246043183,0.8744906079654754,0.07651028779533775,0.8126552521461826,0.16050087391403675,0.8783633875413176,0.5973766302274525,0.883775769163814,0.6366410933117113
62622,0.7165942823584118,0.49333900170913697,0.4738966969148516,0.45475722352514103,0.5647658923024313,0.34488514999455844,0.5552614450244985,0.32841701613962593,0.9368949004165559,0.9992691613450722
106805,0.6472305482746212,0.1926494510365256,0.6868244706413132,0.5267383841065345,0.994776029495598,0.9403970457152444,0.5429425787988498,0.9255555651302396,0.8647238952200949,0.08663114209101688
90512,0.4449653758365735,0.4843136256284188,0.3136428331880581,0.648175410634605,0.5547030822910107,0.5248677581213909,0.8623061602740761,0.9633195163355954,0.6519566384372127,0.6856526315172303
94512,0.9214630613190062,0.1407334073262282,0.13765811004858,0.6187722812191636,0.16346133711502908,0.5876354649513216,0.04523794421725936,0.4783915526368694,0.9697035401950687,0.45303190259834725
115013,0.8705134447359711,0.22330964365666023,0.2168685484749107,0.6977934916294766,0.01681979240645814,0.8476386672448156,0.20838372507229733,0.4086214879677752,0.800796152575728,0.7541908490169612
80874,0.5789562502795887,0.5886635468347021,0.16009570618053284,0.6317108460494198,0.6333928843342427,0.4989692744064626,0.6445161567422959,0.6277746087350614,0.5305523022259604,0.4496470883601966
58446,0.5003614798804992,0.6582026902867156,0.6074289278783968,0.4178161518122273,0.28989679408184743,0.6349978933808146,0.5294957540249454,0.5207951625562691,0.7031827761090648,0.8776246620309883
68914,0.5214730501590613,0.6345724255766076,0.1328348434180325,0.7053790061609014,0.505890921396844,0.4463723604726426,0.8734783049827792,0.5854313631184483,0.49091707134624835,0.3301296621557681
21684,0.5603346077911959,0.48936738979879657,0.7440181157753296,0.2767055754821375,0.5118727532736599,0.772862839624436,0.261950379733436,0.8102371663284751,0.8691512498117434,0.6735717944414812
143860,0.5011337007168561,0.8570123613126027,0.3778440044066605,0.5936208518576372,0.35639634530180886,0.4777515073339076,0.7915660212191179,0.3813666994661887,0.32147900884069863,0.28736549134033323
68654,0.5749731255711237,0.8047330331693568,0.7306470161656209,0.28590406050407174,0.4312100817392701,0.12064781576610788,0.8860689434707122,0.5326346326162883,0.593863705288741,0.6993807457151392
42745,0.2995794221319678,0.7067072546792748,0.054623329992047435,0.7397364890511248,0.9338909651999422,0.144785506193049,0.8665545114743912,0.4462905499693504,0.9209382238410103,0.5857564231411984
71194,0.9104901649252782,0.46414178113986165,0.5596681024213317,0.3948552942484153,0.5177570884085277,0.5388184072867781,0.2265825915302465,0.7685550315565679,0.48789959679349343,0.41002092693126097
110173,0.7973518630118084,0.5621227416045937,0.6568170528688977,0.4241258598146222,0.23688173958313463,0.8541721502127064,0.5288655170002073,0.9775945412226266,0.10893347869925031,0.01767038454389916
108421,0.5028268686624339,0.5180341135490937,0.6049993066102523,0.3369587806464812,0.649647008705369,0.4780770095329538,0.45840574454424765,0.7075790167305349,0.9973116399650533,0.1206833090235084
18292,0.5816816706004077,0.777856344729167,0.6422593416213446,0.3656784981041932,0.15252726088055518,0.016780450788765788,0.31391260976640684,0.8965440955579108,0.9041801350451096,0.6532838161094268
89392,0.7851600297966908,0.5516908165019683,0.6323886413485039,0.23300611520971828,0.9432753982446088,0.2508654774997506,0.48846120579358226,0.9853258804724088,0.4199929219439388,0.12474046886749263
123489,0.7505583278686501,0.5536719904710501,0.5475519068594923,0.38787063011251083,0.7483672374877981,0.41724022363785607,0.9779816224862483,0.8826241200699915,0.15221351128516722,0.11647540409056888
89848,0.9628188218675443,0.8645976232312182,0.4890195171987626,0.3567884810859192,0.4660766613916224,0.21589213329318402,0.3194476462881124,0.5955719547750262,0.2764720924256064,0.8090724578736309
146601,0.9949265770815646,0.5505859634224795,0.5794867408889165,0.2544466340355182,0.8383030896215855,0.35007858783593315,0.44455534837889704,0.5836645088206983,0.33853945890733883,0.7676450473861944
80612,0.5202067089995123,0.9380857503792415,0.7122083757293445,0.32536228056577343,0.28007944307693533,0.2590928632497687,0.9026063073863523,0.2694825184297594,0.48265023510348115,0.8187183309191591
129740,0.29396869974014783,0.8949986933133137,0.5308937179476384,0.42700545598329986,0.7857668146926631,0.7486918444024778,0.6521450819676545,0.16098405696933582,0.7934942229315689,0.9014036719186288
141831,0.3852414963378813,0.5898594632879188,0.6324284650435448,0.3574270477853973,0.9653863512153423,0.6441811553858259,0.8863629453266182,0.5826242741010762,0.9155668624385257,0.3730110437877061
95488,0.9532576026729229,0.47184745317096877,0.33820101339288955,0.4668746716176842,0.9777455893609716,0.7828238856388077,0.38214628559495295,0.797516008775614,0.11604368099657386,0.763571917716413
22377,0.788367198270098,0.8577339062284158,0.8272485392258776,0.04934675739845974,0.23349613327144825,0.08181329200381277,0.5626935167360727,0.462500949357098,0.6948513364179565,0.8012330416857321
118410,0.522315335709292,0.8909156662672679,0.2429793346958604,0.6385342392835069,0.4868797178975981,0.1433652997210046,0.11087787843315595,0.9817391484635457,0.7777541011947791,0.6596752134060834
4650,0.7063387906928026,0.6759528082256184,0.8399907634287729,0.20652441746084027,0.1524921279524687,0.8630969482073281,0.43425003868782164,0.7620632597609848,0.07202052815555528,0.8464403497765514
45424,0.0380492738895021,0.8577155036634028,0.4276783348492527,0.69008555373439,0.11272544871654148,0.6214003705282815,0.8911722712778776,0.3955683276619292,0.740380223856874,0.13245288893389986
4803,0.6384831509247264,0.5818966296825315,0.7132074123013439,0.17754707490699143,0.942780205873089,0.06413346496459695,0.7687722281976227,0.9181687654260429,0.7108275781764596,0.08388051065718828
25590,0.06493665116267522,0.7604196500557198,0.5954203754625577,0.4214050395270663,0.31347943920925064,0.8056873863884267,0.4354961368061521,0.7232998047290602,0.9510755134227411,0.2918429311399992
37477,0.5884847704441769,0.7735484794157192,0.6954386746248905,0.2969659678143497,0.22475262492816675,0.11854621129022304,0.4861080220178244,0.8105431975985237,0.691042227914322,0.20099624233801985
22180,0.5575665259246005,0.3732997215274265,0.6253131546395005,0.36023081436637333,0.7904156317996331,0.42868896020943237,0.6128220994200522,0.7913824751078534,0.9823439422828415,0.7962491803473327
121878,0.4310478147404935,0.503390565408783,0.42240711162255024,0.4849893437784861,0.8481155674201434,0.4422233586375135,0.7021220305197239,0.9639177326964452,0.7616723550004144,0.4285539516283465
144721,0.4564290967049247,0.2665458143698401,0.09196641212959308,0.8930758125663399,0.6424455641719001,0.5966868592287566,0.972819718286382,0.9650758450586039,0.9030965531118403,0.7677584945457167
106790,0.831825091189311,0.6243173605904369,0.6579129487747922,0.33598699072916893,0.06437950332726539,0.14448513138444946,0.6288771797337327,0.6288865645144894,0.6659596117647714,0.22268049031655704
49884,0.1740974382761634,0.7933785759369543,0.08632671566017763,0.8173201960201716,0.8569689542600827,0.6542238819074607,0.9907307255744251,0.040456566728269854,0.8508758959282758,0.7626806994502778
6929,0.9221466036826581,0.4235124029794025,0.46355461960196864,0.356261514893655,0.9825446748488791,0.3901366968233299,0.2288047314370643,0.9393593778408041,0.49548921581381916,0.9186687464692849
23495,0.5522509830580912,0.7634482805559406,0.5316550743747579,0.3743234166556237,0.6402653787644413,0.4255906639024735,0.28338499981317633,0.545477929196734,0.8553081111446171,0.6300151573873528
127671,0.6245157153852754,0.5700076166844288,0.7919682517522505,0.1490877915625245,0.35181307820176444,0.6856634560950202,0.4169498312968145,0.42570962849057126,0.845981769788015,0.541732771580311
49086,0.29379963198057285,0.5441535768251627,0.8151999234877328,0.44640730662577255,0.5239580696679985,0.8282792417238358,0.8588032081739575,0.8727078073108584,0.9471824711223631,0.9364968018304324
146539,0.6968392718723184,0.37498390127070513,0.5409347171018332,0.5256174384563395,0.5287842029144864,0.8488251986024775,0.5317294624651907,0.6133904777412349,0.6454321293234236,0.7697895556280376
142414,0.5694924876290867,0.1842213366556581,0.14669488095954633,0.7559338023042451,0.28731562088976975,0.5516941762517359,0.5529727428828052,0.9334898713267091,0.9235114630388557,0.3324960023795658
130182,0.7814288337922121,0.46674938087491363,0.5085380282165822,0.5749460480588082,0.5194432411515336,0.9962040049108152,0.7790296185722659,0.5275118425698272,0.3882644302776362,0.7908765734261627
60067,0.3586758836749545,0.9158692289674276,0.3837389842469989,0.5563409660527426,0.7035312496892934,0.2393166809144098,0.8363624393562892,0.1414305159544452,0.768201887153385,0.17373566993225278
60949,0.021161656509518553,0.7613623215728518,0.8084782697855716,0.08989422285044912,0.413378339848669,0.7951400220942765,0.6319142597209143,0.6328879067499172,0.80672065779804,0.9198939486953815
8466,0.511902919296653,0.5975959729019716,0.09489632087305824,0.7843775062122651,0.6782679349441598,0.7236537456182238,0.9522715131714553,0.4839972605660258,0.5108222887250466,0.7759444493521331
39480,0.26280151428224297,0.8474173855836163,0.5510756403384137,0.3444809745246908,0.8327770667311094,0.6041704367010347,0.5686132296904997,0.8775705934690176,0.4747174848010132,0.6504795410734633
63430,0.4544053880839788,0.502801848967071,0.6420510699559016,0.3982752422376042,0.8077626523415302,0.6530045146377342,0.7472413493433014,0.7212432943634087,0.8615391113129024,0.9592420443484476
48803,0.29249751311225347,0.801726104351915,0.11239578567413458,0.692463042021168,0.927426232119107,0.3300125025035652,0.7476692795335844,0.04373179753599264,0.9114685526300018,0.7194601171649585
45752,0.12678447094256057,0.6605865796860227,0.03588645119881394,0.9939286522015182,0.19057641218640398,0.7459943382435772,0.8689772926551466,0.4424207294795854,0.8759556944550445,0.866305609843559
73797,0.9009714128793276,0.32161692283851195,0.46134087529010676,0.50931082271434,0.6262392926555925,0.7610220246589583,0.4710935872942752,0.6658812556412003,0.5215370760553503,0.041706134089402595
79851,0.3314495322255734,0.6380484018981852,0.4993809471773929,0.6485584458685882,0.6003883551238397,0.86008693607672,0.9785201075454587,0.6555494833078831,0.7698712702947176,0.1505911755760979
120827,0.28293752630056934,0.6051557289865415,0.7460511455658073,0.23916196235448134,0.7346663930953693,0.9084025663384969,0.5448941116289003,0.9936411699731545,0.7034468792147408,0.7952224653105227
37043,0.8855786954000833,0.08648302465966919,0.4631971530655625,0.9764715092821991,0.43344373322416707,0.9700378014722073,0.8587681399668413,0.936311510074263,0.9429627137513422,0.24393296924247537
139109,0.5249565279957112,0.3641447441666923,0.9085558326193036,0.06367656942902733,0.4405019083727249,0.630119059502576,0.39110129485487,0.9478335326519275,0.8936615921898181,0.5702805189102801
66766,0.9062986859339954,0.24387585388963187,0.6354459304216465,0.27836767260028866,0.5232312565114196,0.11290011279860264,0.5133086452350862,0.9393168336413829,0.9084750354253445,0.3205807332030532
73410,0.5229074874632207,0.7847093257677796,0.5166379031433016,0.4547357968082545,0.8903462768391003,0.807309928176147,0.2275828557224839,0.8500845407918032,0.6979356967917557,0.19956106084626504
122404,0.44078554803825093,0.40785116466782484,0.04543232513445625,0.9849904126515285,0.30437144273843963,0.9738376299884628,0.8344285772787908,0.4041959584007593,0.9365412465196465,0.4456470497182877
157144,0.4319095704415429,0.4254398703730669,0.45639634816839353,0.598607686856429,0.6257155195911056,0.835167388159284,0.5820454280474285,0.8609089574899678,0.8695839865126752,0.36931859792919874
140075,0.22323829554065303,0.8549506097033639,0.4560856293135622,0.572812664737887,0.7611889918703748,0.46259628664766234,0.992943890774075,0.3317150932308945,0.8738455251591388,0.3447825603239506
67634,0.5022649720747853,0.907347202254081,0.5240988763603461,0.49072934240837834,0.08465642172470444,0.16442477682722134,0.44829932384415727,0.3737825529782633,0.7481778053375993,0.6019721476701684
129687,0.8263741202380508,0.5534299781827589,0.32477613710555275,0.43859985358715714,0.9392431040167246,0.46256222933315927,0.20013027229849845,0.18440638686475253,0.9426215937059359,0.31965236620036186
101929,0.8557108969411685,0.24565712575985402,0.12515485435777363,0.610576828561736,0.9754818721921151,0.7660916835816496,0.499317444850513,0.6396054591111203,0.5957295451716086,0.4237932472409224
65979,0.7764539896059004,0.30958855073602126,0.9296535768717825,0.09270356614461442,0.5482984687504355,0.6284814025911408,0.8374441583660204,0.8245073411924668,0.4209886261665057,0.7186922736056185
27605,0.6692202976386858,0.3394337244029748,0.7969597519127183,0.16077434283216935,0.8855232053772044,0.5220970028558664,0.41789126713371233,0.9370769049695343,0.7904147598564079,0.10122451349307361
59925,0.7626338096443994,0.6957596287863745,0.16348474295425736,0.6403536311648073,0.11777771178360553,0.601183499394172,0.1390218395738481,0.4841998951956812,0.5760399808921156,0.546610700311789
104522,0.6529916492547495,0.7623180804827359,0.8180077767070202,0.1952595689072287,0.07322162381957603,0.07418126552080302,0.6920768642607237,0.5516255227281304,0.8836041117414192,0.5946301283168396
49079,0.9551775999707077,0.21378279973739844,0.591851166027422,0.4597036340993497,0.16276139059070588,0.7673173983761347,0.6149466311868458,0.8383475972085398,0.4783906229274513,0.8577075591786945
60834,0.926061616002604,0.020645522153918888,0.20702263299644905,0.7685817961375677,0.18467041840728926,0.7452625014560966,0.2636842220606809,0.8201837553427669,0.8991065597836366,0.005954213235391195
147598,0.09844516386067324,0.6395335405869315,0.7403567840895845,0.1977385522186899,0.9158379780254945,0.7484227760826676,0.7651678789457652,0.7367732959048212,0.9999873758323385,0.6130365501896522
42537,0.30904768817171935,0.8752149801365843,0.26733531481050893,0.6433719398821958,0.05308749344555438,0.207858293875667,0.84061269906382,0.7230764628037673,0.23800330198140363,0.7474892683198823
89114,0.8735097266395038,0.8086196529547076,0.5004978435529475,0.2974813382255778,0.9156058656706497,0.07911618204916612,0.3210582728311842,0.9881929216761685,0.3621380550782032,0.3292849954113482
147589,0.796642756105621,0.7527142031877903,0.8226159248411545,0.16602284234580528,0.01437433448936503,0.39413854246321095,0.5963971107219564,0.36339579918693987,0.38977697073572837,0.9376991561685946
85676,0.9169747318767253,0.9526539780006005,0.44345086431490816,0.4685299732907779,0.15805294016185184,0.07964265470515704,0.4051655914038777,0.04094792497348327,0.8556627733435527,0.6385816259831179
68147,0.4798126230071221,0.7563252296384407,0.5129986983960122,0.49860694354988694,0.5844716645669417,0.11308788556428884,0.8646326199726059,0.5622185814356823,0.8298091629963861,0.014510039153387971
11069,0.6251209158469229,0.5402058006066924,0.20693021841267126,0.641306434105918,0.5771615302254337,0.4479403654447009,0.7663555367620212,0.5117584619744683,0.5935548604682667,0.7856100522224216
41513,0.8618542314569296,0.723918431273487,0.36758615176723547,0.5019571262769629,0.6624422156244698,0.13568773753812258,0.5999432947753205,0.12215633824193213,0.8371891662618611,0.11660176364906037
124576,0.22054607343423832,0.8207428184900264,0.9868196360142225,0.011065580762014126,0.8801597338268481,0.7646346992517407,0.979666247350132,0.3442277666579671,0.9399408197142981,0.8620753745061593
113729,0.7549696895477334,0.3975774917168541,0.25905181500885494,0.6071140653701255,0.5650618569964336,0.5627749976544358,0.6977024340073498,0.23852760656519584,0.8181583344849708,0.16698043827821243
27634,0.39315987238591565,0.9106912000953215,0.4951682143715741,0.4430812568624849,0.8210146172960282,0.4311384955095918,0.9858917049979585,0.7831700006376732,0.1461134426390145,0.7073935175611313
13650,0.7017439571629741,0.6963184110310231,0.8222109977874922,0.10017222687755732,0.1690718616724984,0.8418190729171046,0.25737965652510514,0.5139209860106039,0.351830347953493,0.7255320517406195
134610,0.9726271300557661,0.12400354310887772,0.6999195023557921,0.29314475531238604,0.2812532685358892,0.9337747105507189,0.20774826150441814,0.6172461295017153,0.6771426061308221,0.6384383893965504
131810,0.06667525299276253,0.8720092928659603,0.5791708224121497,0.5284995890730891,0.8032969240455664,0.841979912055414,0.9969603239581404,0.34872373499511194,0.8644236475328273,0.5685740709734876
44288,0.8631442131293917,0.9666185621762213,0.19380662834080978,0.5744730390845559,0.24270168998217276,0.5164193819355971,0.10525837979990452,0.6242301049630087,0.2752629130537723,0.534367866519835
567,0.8786910483085967,0.7784340248536007,0.36222169533646104,0.5570125137085251,0.028819757289261567,0.763634996425135,0.1791419877636096,0.9397398757624584,0.037312197763491255,0.1695625168910045
108330,0.9067131529025507,0.5192836798243275,0.26940880735359063,0.5493137304224196,0.8253389966000071,0.7601327723980936,0.15428644080839013,0.8817709621492857,0.3477976775150079,0.7322252818552819
33921,0.7665424862963758,0.4079051288228965,0.8433418326714103,0.13464763801696888,0.21477597300220283,0.914774959015996,0.09896991543073441,0.6545661326248275,0.668812007525852,0.874879640591244
35841,0.6064079915869461,0.9042684655157883,0.45278863604982883,0.48512901323434426,0.12220822044403591,0.18352694783604032,0.6163700402167781,0.9071898647717064,0.08561438071561761,0.7996005448275024
90848,0.47539149681045734,0.5600242413885846,0.34990712392182505,0.7474604493037641,0.46420422537730494,0.9037858615824821,0.7588769784999351,0.8772309338571705,0.6054220793085326,0.5984625469836525
149753,0.02455229864943892,0.9727855204271368,0.22158381070762395,0.6681928405725532,0.06877995369498649,0.42206724703099346,0.34780608814535413,0.08032262545780113,0.913614032227762,0.717667168713486
34371,0.15847668694781522,0.6863252537879041,0.8739447840350993,0.19517000296754838,0.23568269776703574,0.8357226862519238,0.6759803037672382,0.929812919252212,0.6186229381600985,0.6669217062595779
23992,0.8365084502999903,0.7150437478542937,0.03593395811493117,0.6414092451361747,0.32026435474221726,0.551119231461408,0.342732040613498,0.5464238208170508,0.3223036358273804,0.7698954798208628
131895,0.48193403100019677,0.8567148323484592,0.851957829652689,0.20321484583920307,0.2411279986990846,0.6283398870189841,0.9547341101739,0.2989378430505658,0.28255166051187974,0.6336948593258009
102167,0.5219527030255005,0.41959418578132596,0.5992492476783475,0.4645451506163085,0.064812737763208,0.37576401465678794,0.49514006626763946,0.9764242964982807,0.8464799144204209,0.6852179653976687
48312,0.8171033253657725,0.5147101212588769,0.04450138888760518,0.6513945010808562,0.7280011799374695,0.6662922348559183,0.06902465377519948,0.8499713447437762,0.6262402425815238,0.22333214241401692
95616,0.42323430491466246,0.7093914618878567,0.12472421520540884,0.7879219941418629,0.5702033073074735,0.7685952528760055,0.782984963245235,0.9129353909267044,0.3886080914592082,0.2806626896879427
141582,0.8044173776117487,0.8100527396606492,0.4500756512976695,0.35392789620459636,0.811873687365212,0.032810676025997215,0.8220921939158352,0.9485620016912457,0.02381615861841723,0.07403356428349309
22465,0.8641624727052285,0.28500123951011896,0.032548147862280816,0.9460009237482583,0.2741307293239821,0.9551385031531574,0.7363323068972081,0.9363762623607155,0.6051505884849796,0.5366038169437127
100534,0.037819797558124396,0.6969202027424126,0.8872871261959714,0.08153561793905735,0.9685580965720495,0.3645749376938643,0.8702303183712843,0.9816742997560761,0.9678215732020419,0.6086266892312111
129314,0.751087306205191,0.26533864169098775,0.9686160964548957,0.27369000024302037,0.09554425040743848,0.8645011517889841,0.6369524284862036,0.9154841586492634,0.6643272024680956,0.5178039861841204
5483,0.9248120610005992,0.20836082638268,0.6827104370710431,0.22301044641352,0.8391774236660526,0.6154938023067312,0.5919813320530412,0.9284509933189411,0.32216735584138195,0.7454706224798636
63280,0.25885776677330385,0.8488970264270675,0.1749389455039668,0.8025365127618131,0.09534722681626748,0.6858339338860777,0.9835281040401787,0.23996379014625624,0.39309193456371516,0.3453825958958904
153633,0.49616769741735617,0.8200551162600622,0.1516504747318987,0.6897738491383139,0.15583926398266654,0.16723878596214892,0.5938977148106411,0.40993370982456717,0.5300578275284034,0.4032779051900812
69291,0.6161277769997738,0.31090121682281263,0.6425171702008136,0.3438578865144145,0.8420352798804361,0.7655195016091728,0.5841943075095083,0.5362846358280594,0.9095424388312191,0.7137918241986714
4247,0.9850182454852525,0.04145447298790647,0.6490842992211711,0.24607084431678444,0.8067150910094162,0.7735539113141291,0.16758311058910605,0.9529819814459152,0.5853223520529609,0.032981688904955495
68863,0.7950551463255882,0.6733112363447128,0.17538877035784128,0.620739756254332,0.9122113082333081,0.7905170483391974,0.6170041300348565,0.7765092344758504,0.09706102986316617,0.27286448904743976
135320,0.9110874724700877,0.8950897857900263,0.7251361602562806,0.1312917259993447,0.5153642189589996,0.3745893984019632,0.1225919268591609,0.770154478655143,0.21352233471102733,0.7059334437969577
85043,0.29130365170150435,0.7434227432295818,0.7141181713978398,0.3653979315949092,0.6193034184962397,0.9852143005599967,0.8568344804838435,0.6626474857451095,0.5119958585141353,0.320478452075672
129531,0.7064194477407272,0.4066470866382322,0.36415622011530085,0.5814191864608111,0.7671784545641247,0.8700457594858557,0.5175232093103723,0.5897253591552007,0.579814777939037,0.36954213065346164
32989,0.25377196823244325,0.8809479211708104,0.4746938329144105,0.6643136286549722,0.25135936853903795,0.35571753281244245,0.990595331985257,0.1516704396402021,0.9978018788521829,0.7924547205338573
118490,0.7395711583338347,0.41234113118522514,0.11795479776570247,0.5964614174642849,0.7846358586011778,0.5392448937749571,0.31576151752854703,0.2517740078533806,0.9380373780387548,0.15747931153231368
28778,0.5922627776383701,0.9496213173705916,0.434791262792262,0.5339183681948033,0.35130187484737957,0.20065914487288578,0.9970669758072009,0.12504838249819686,0.34136205700731004,0.6410704830545723
67202,0.03575396896113523,0.9780461532226575,0.9440624345724146,0.018337586624264476,0.586190482702495,0.45742341610435744,0.9884815316860818,0.4274257144900877,0.6601225308646116,0.5466399425528317
85535,0.7543048684650313,0.12190623034906976,0.9440707727880231,0.27643012836048,0.6768736602654388,0.849012316207402,0.7099088350586763,0.9051137122104347,0.8489195372650273,0.2493931832369307
112190,0.6607590080621234,0.48120728288460884,0.5108191278310042,0.6001839812976937,0.15658220222567493,0.2985308748784954,0.966310417319628,0.962841968209524,0.6649906978053395,0.4691667444722185
91421,0.7386156256588453,0.37290593757510115,0.07593212574886969,0.7519613320963218,0.12030255844231022,0.2662262535209778,0.6801575823248303,0.9919952750907868,0.7549466994290495,0.2443705412290995
113253,0.5737334839739195,0.3491943927116916,0.8951765521490463,0.14582856554997833,0.38698836886105464,0.5833609014415234,0.5202425980676624,0.9729227793117887,0.8154167553499511,0.07410555440545002
65851,0.8607750146394314,0.26187243148711387,0.13046045137002313,0.6976414300120182,0.20435849630791178,0.31285837085955237,0.7637326015333196,0.8476235132645153,0.7781931213466401,0.8755344052891704
