split,kernel_liq_density,mse_liq_density,mapd_liq_density
83,RQ,0.20092741944909467,0.06040067984208159
84,RQ,6.235395277682738,0.36145836507968104
85,RQ,6.7824984434883975,0.2911681575609597
86,RQ,0.708971523166337,0.1003597479765869
87,RQ,0.007970609314058909,0.01136186947269543
88,RQ,1.0870158629558049,0.14258608119917596
89,RQ,8.238885677006552,0.42884736161968784
90,RQ,0.4160499978587102,0.07314982565273438
91,RQ,0.0011878724006483237,0.0041190813920207675
92,RQ,0.012544220985757389,0.014137357909447009
93,RQ,0.13018411054421675,0.0484309530869617
94,RQ,0.01696376478275779,0.018823943552745102
95,RQ,0.8052534655419694,0.10132171412358525
96,RQ,0.0015952294595556569,0.004776407400709541
97,RQ,0.5868587252969772,0.09721178732430238
98,RQ,0.7361320367825512,0.1162745236226752
99,RQ,0.8489076639830243,0.13459061126352398
100,RQ,0.04137500427049003,0.023126075622174724
101,RQ,0.01849656813955158,0.016354767147966732
102,RQ,0.0023968916257074316,0.006238017864903725
103,RQ,0.3507989639650164,0.08040634516209179
104,RQ,1.1734324131266367,0.15836211648894644
105,RQ,0.30421555245150783,0.06330457080720156
106,RQ,0.03955853598588053,0.024072280119309453
107,RQ,0.015734843063528865,0.0160500814108543
108,RQ,0.5030697427090262,0.09659274547812212
109,RQ,3.9197567554465715,0.29111068885826336
110,RQ,4.3237895524005445,0.23599060233626368
111,RQ,0.4734680630903444,0.08317203286114817
112,RQ,0.26594824545742374,0.06657711864077552
113,RQ,1.492911867466273,0.16847048520470306
114,RQ,6.846043804455557,0.3876940953926687
115,RQ,9.880343076603943,0.35243376873323223
116,RQ,1.6925181435976946,0.15516831444725318
117,RQ,0.5383548290186642,0.09369368836148066
118,RQ,0.006934797977743118,0.011373827395051082
119,RQ,2.486898591155095,0.23064890292310955
120,RQ,0.0631860366151818,0.028951156954420798
121,RQ,0.0420519513530776,0.024943572619418507
122,RQ,0.22410125238221007,0.06091333010472317
123,RQ,0.011380330207471725,0.014599703063357063
124,RQ,0.5669504871058286,0.1107883950888704
