,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,mse_liq_density,mapd_liq_density,mae_liq_density,mpd_liq_density,mse_surf_tens,mapd_surf_tens,mae_surf_tens,mpd_surf_tens
13,0.27158835385009306,0.3470772404238315,0.1739484634859086,0.2884275023535741,0.0,0.0,0.33674900075333525,0.3231939608527379,0.3272168788031883,0.386555534082517,0.06896692625943174,0.07251156820641254,0.0,0.0,0.6754596418149248,1.1198315779319212,94.64430656564028,0.7065031669143443,8.794369920000737,-0.7065031669143442,8.724651400000024,4.432242611795984,2.7542000000000044,4.432242611795983
14,0.2721144089385015,0.2610856074711576,0.15500946976540564,0.206943923150525,0.0,0.0,0.3085502265256723,0.3929654657366113,0.4691377733878979,0.09436923909739939,0.04444476794871413,0.02269256038922789,0.0,0.0,1.107653441170553,1.0173832118871715,30.503166204549444,0.3932197841579269,4.928602844018679,0.3932197841579269,12.410088249999985,5.358306650462197,3.3222999999999985,3.9805647149783248
15,0.2748124849706022,0.2310654895060723,0.19143498135230536,0.24899652496963326,0.0,0.0,0.339347783755658,0.2825297070890541,0.11003703110099844,0.20335827448315535,0.06922960810737316,0.07067386180120576,0.0,0.0,1.1187858149865226,0.6922131866353186,83.35927509664941,0.6724335771728129,8.37515675175241,0.6724335771728128,549.6382101685001,31.096747294648658,19.338549999999998,-17.085264664375703
16,0.27960867347778007,0.3098385471778522,0.1547370994386052,0.2409807755418062,0.0,0.0,0.353056488745496,0.30897818029802626,0.3892339146351491,0.5923668788532931,0.06692144677355139,0.08244580045002246,0.0,0.0,1.0763453692888352,1.0230280993658591,11.066501785915667,0.22937425222718452,2.8589892207179672,-0.09251340723590747,238.72356475000024,24.819983315675902,15.35250000000001,24.819983315675902
17,0.30434247012489235,0.2301356969032198,0.17961646548394222,0.18338575054783648,0.0,0.0,0.3097562089843048,0.3923898056445935,0.6141097781832429,0.5487082804539265,0.026973211184349075,0.024394928043758993,0.0,0.0,0.6620822513840728,0.7135092014204144,16.330819054635842,0.2704726137345206,3.3729397908804457,0.1310360332922594,208.64041579999994,16.07674021984817,10.069399999999998,16.07674021984817
18,0.30470552277836666,0.3758096574528755,0.17564611705876745,0.2452025457874223,0.0,0.0,0.343180062238035,0.3262089947615191,0.5386526165400095,0.622459985956793,0.07120319549661229,0.07998845156028227,0.0,0.0,0.6486362151370432,0.6639233771504316,85.96822180491276,0.7175881523262232,8.978540115203895,0.7175881523262232,557.7792334500002,37.510946279771616,23.225500000000004,37.510946279771616
19,0.309999094944131,0.3627737157741372,0.1969431526381928,0.16067904047303405,0.0,0.0,0.28611989345404126,0.397257703487343,0.19103535349560308,0.5936266871050112,0.029405548341219702,0.058660348819117206,0.0,0.0,0.9440898282258918,0.9834522475691068,498.45063235559957,1.6406193738653203,20.540140820624902,-1.6406193738653205,58195.5123508,379.4141892982236,235.01999999999998,379.41418929822373
20,0.3366017496654199,0.33363848875609015,0.2015952524734681,0.2573132707629372,0.0,0.0,0.34260627010812195,0.2967287486931085,0.5487958284862553,0.5112914020002195,0.024399121955951075,0.019149006620920183,0.0,0.0,1.1041217177040368,0.879404220263218,110.01825858389729,0.7985507311452972,9.95134201983269,0.7985507311452971,2059.6976910000003,67.21944786768726,41.675200000000004,67.21944786768726
21,0.36082295745304643,0.2370316142509583,0.16295909445126303,0.23674271099003918,0.0,0.0,0.3254634266137101,0.3293635378378823,0.607508621182263,0.5510886031555753,0.028839573650733624,0.062122140740424936,0.0,0.0,0.8113241933685619,0.6708323474982794,50.85049867637852,0.5558937685139105,6.95248883649665,0.5558937685139106,371.1246703500002,31.120586593690664,19.246700000000008,31.12058659369066
22,0.37350454987892434,0.2637192115328757,0.16115916771708366,0.20504395573590395,0.0,0.0,0.2948142848627482,0.3631755530517939,0.19835059869665578,0.349297881882443,0.0697412712625701,0.06466317206754374,0.0,0.0,0.7679136551217688,0.7555441547366906,301.7541346519517,1.1792262682583698,14.763247636492224,-0.378052489276126,12459.677970150005,124.24883665625912,77.80470000000001,119.6458906660791
23,0.38693264075906236,0.3599359189676877,0.16276288189066984,0.16818781147526835,0.0,0.0,0.30205616163238924,0.3513320100928415,0.36342690903258723,0.45366696394592304,0.03268663368418964,0.026703334691735955,0.0,0.0,1.0778928124859473,0.6589072255560905,92.69365468883717,0.679059471207534,8.450360117671698,0.6790594712075341,1118.2895151500002,51.50125616485454,31.873100000000004,51.50125616485455
24,0.3989579147146013,0.21278439894920603,0.19026959537985116,0.19148286516897042,0.0,0.0,0.30709895300509016,0.3150640404333206,0.39806652077877164,0.439186002048897,0.08068176891362373,0.07424130632290647,0.0,0.0,0.7056104914705139,1.080752809902346,88.04777990093528,0.6267171222489758,7.7916258711359205,0.5393726451812478,11972.32854075,144.00698445213368,89.91969999999999,144.00698445213368
