,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature
30,0.9128812378927,0.8129254573713928,0.0,0.30412158827118274,0.9268018629369006,0.6864058026047758,0.0,0.9956340079610401,1.7438616006464665e-07
31,0.7199705041520831,0.9081391823456929,0.0,0.389405807245755,0.2556508611219042,0.606737474015973,0.0,0.6111091952686402,0.7142858886718744
32,0.740381449167452,0.6273188629542106,0.0,0.6713955592096018,0.3042685271631289,0.4072321634030592,0.0,0.17480398710505649,1.00000017438616
33,0.49265682010020895,0.8376755362572358,0.0,0.7354031418345879,0.6384186509963521,0.1765236436368495,0.0,0.07532287934140904,1.00000017438616
34,0.40065573685033956,0.4855167590455628,0.0,0.9635980809715143,0.570304348081271,0.3424800122035208,0.0,0.8197705743447901,1.00000017438616
35,0.2726710541851392,0.15392801934451084,0.0,0.8603873611859851,0.693635076501382,0.1071387585461173,0.0,0.47462445730631475,1.00000017438616
36,0.07998604747363885,0.4993126457626827,0.0,0.9468770766481224,0.05504681352218501,0.23965269104583567,0.0,0.7710214538998732,0.7142858886718744
37,0.7212487087615354,0.3582808093749281,0.0,0.8778118930513716,0.9475537640961434,0.1342913861478804,0.0,0.04180088372059165,0.14285731724330292
38,0.6434667025455556,0.39519324577631765,0.0,0.9318594957256756,0.6618238690805015,0.6140805530174517,0.0,0.6329424158825101,1.00000017438616
39,0.6127984326640592,0.25380218019085243,0.0,0.7095164795303412,0.7801608597447559,0.8339249798132207,0.0,0.7934978995926045,1.00000017438616
40,0.8746544907097002,0.42752598892846605,0.0,0.6794880052758294,0.4140241223032381,0.22375942836326315,0.0,0.3762756765127134,0.4285716029575886
41,0.693670675611526,0.9573653139997498,0.0,0.5074191940624453,0.5118573320462542,0.9573189596022936,0.0,0.7610459310061473,0.14285731724330292
42,0.09101465285623973,0.3926603252357813,0.0,0.20360787193949614,0.5537256520617294,0.8727746184705869,0.0,0.43223251323962747,1.7438616006464665e-07
43,0.10094206298626619,0.29670986959194146,0.0,0.2640437365995756,0.577128026258711,0.939801567907705,0.0,0.3651996454148692,0.14285731724330292
44,0.09101465285623973,0.3926603252357813,0.0,0.20360787193949614,0.5537256520617294,0.8727746184705869,0.0,0.43223251323962747,1.00000017438616
45,0.575865905305653,0.1680951870293355,0.0,0.5260737979865064,0.3827635558811454,0.051435545301350825,0.0,0.23805100798059067,0.4285716029575886
46,0.5367963682069475,0.34740590710588104,0.0,0.380546418662273,0.9796657295230473,0.5043545947455107,0.0,0.5709392800952704,0.4285716029575886
47,0.04203385803407165,0.5738890155738637,0.0,0.2556065455762617,0.2790107894613015,0.8877285462399677,0.0,0.6364634230698769,0.14285731724330292
48,0.4521860406466856,0.41720945653575203,0.0,0.019801972109556726,0.7027359017847179,0.7668446354391999,0.0,0.004629194510912956,0.7142858886718744
49,0.9997164593235235,0.37633586929973634,0.0,0.6577740321337587,0.7296877304356955,0.5465854337227722,0.0,0.516783213355389,1.7438616006464665e-07
50,0.7116713324203077,0.2360206474419067,0.0,0.5356484150206944,0.448368806317819,0.7114597617464717,0.0,0.1474567138236172,0.7142858886718744
51,0.034592342698487044,0.8812363393181649,0.0,0.5985015306355476,0.399612267138245,0.32118409524299263,0.0,0.2793339667882516,1.00000017438616
52,0.6383840556856023,0.2218184921502701,0.0,0.899467899249569,0.1765143338090368,0.14121777333999253,0.0,0.6968197941157404,1.00000017438616
53,0.03536799343880445,0.6484907643345966,0.0,0.03988881557736121,0.021516365108337,0.3527821488382561,0.0,0.7488317250936392,1.7438616006464665e-07
54,0.14501386225966403,0.5542166546818308,0.0,0.582944535065477,0.001083462394697893,0.5955411041310251,0.0,0.23366979077518024,0.7142858886718744
55,0.4565926165463165,0.5013215847034319,0.0,0.1191617963855063,0.8212173751042211,0.39417081352115674,0.0,0.48701678581321944,1.7438616006464665e-07
56,0.8857351538205032,0.7965058882487288,0.0,0.06304447253129244,0.3227965925301944,0.828532962932825,0.0,0.44114406596403266,1.7438616006464665e-07
57,0.6796214828668914,0.7236171258962815,0.0,0.39661887640536897,0.2267703579185391,0.6963750721592109,0.0,0.9940962355431182,0.4285716029575886
58,0.4878055528056834,0.743663413628371,0.0,0.7788921827533334,0.125708196439159,0.7458798015228841,0.0,0.5698775013037338,0.14285731724330292
59,0.6856636330621382,0.515535261209046,0.0,0.8298664882495687,0.011745962782888798,0.7089266186362814,0.0,0.5452759773509658,1.7438616006464665e-07
60,0.3098377790554301,0.0358452639369596,0.0,0.07505095374312043,0.14694037491179118,0.1616700721057561,0.0,0.7821492578259355,0.4285716029575886
61,0.239416217574492,0.6391159622043154,0.0,0.6227686348185517,0.8412480390433609,0.5190472137592095,0.0,0.12891402576846137,0.7142858886718744
62,0.39526050710262095,0.7605546355314077,0.0,0.65366549428979,0.4555780069782429,0.5075308333054293,0.0,0.35463354288585175,1.7438616006464665e-07
63,0.7332174503532867,0.8520658387564974,0.0,0.6698304447573824,0.8783444491922165,0.9812240964793516,0.0,0.7179772578328677,1.00000017438616
64,0.8238172471179699,0.45267468272951233,0.0,0.5011952023917112,0.005855097652191196,0.23119465113735338,0.0,0.6507515332867677,0.4285716029575886
65,0.8147786312285997,0.9233379029301768,0.0,0.10765233646555337,0.48039204786357204,0.1196491337917485,0.0,0.327564853592593,0.4285716029575886
66,0.46419301059716606,0.7389331785562427,0.0,0.7626401931890974,0.777037810364794,0.2134083922590331,0.0,0.6909452196119702,1.00000017438616
67,0.8181367269331157,0.21498658346702948,0.0,0.4636195746338888,0.3646035945634071,0.6584220442823201,0.0,0.03138007182093475,0.14285731724330292
68,0.5295806451412681,0.18644055399677228,0.0,0.33549915493020294,0.4955318428674996,0.9053180667281989,0.0,0.6299967162082207,0.7142858886718744
69,0.017825932938116962,0.9755803876763893,0.0,0.31644559223401747,0.2695159614558177,0.5913633761163073,0.0,0.05087116609148923,0.4285716029575886
70,0.7070833655029278,0.5328885293853819,0.0,0.39397193672171277,0.35167705610398875,0.7935524489051109,0.0,0.34768292979809656,1.00000017438616
71,0.3743153404873333,0.508392860297992,0.0,0.24255960932073886,0.06538407908779649,0.2967180811703653,0.0,0.9711615443697637,1.7438616006464665e-07
72,0.2440727275542819,0.13316029830657589,0.0,0.29198893992360186,0.7908881900934782,0.9453173168682907,0.0,0.1671515502772614,0.14285731724330292
73,0.9604231760911582,0.2559953508449808,0.0,0.23261332135456242,0.467540359997898,0.31005258612591285,0.0,0.31744616177052976,1.00000017438616
74,0.4565926165463165,0.5013215847034319,0.0,0.1191617963855063,0.8212173751042211,0.39417081352115674,0.0,0.48701678581321944,0.4285716029575886
75,0.06997146663021758,0.6888499324812127,0.0,0.8557256194028442,0.5218548434657675,0.9622052505305244,0.0,0.02562451260385364,1.7438616006464665e-07
76,0.19403280759988972,0.6331899874174868,0.0,0.3722504563020922,0.09744004699006681,0.5761990705156883,0.0,0.1635507209392137,0.14285731724330292
77,0.8374455646381095,0.44942928319361886,0.0,0.4961677597809915,0.5963437083904437,0.37871509582522755,0.0,0.39140032926514134,0.7142858886718744
78,0.33355359315778477,0.6505259247085765,0.0,0.15940503472432463,0.806249939095743,0.6177541084871782,0.0,0.14243282977170252,0.14285731724330292
79,0.6383840556856023,0.2218184921502701,0.0,0.899467899249569,0.1765143338090368,0.14121777333999253,0.0,0.6968197941157404,0.7142858886718744
80,0.25648797060978074,0.7043522337667842,0.0,0.7494120499439119,0.9074197943660961,0.5298239118671639,0.0,0.38576689193007646,1.7438616006464665e-07
81,0.740381449167452,0.6273188629542106,0.0,0.6713955592096018,0.3042685271631289,0.4072321634030592,0.0,0.17480398710505649,0.4285716029575886
82,0.7598457008000605,0.8903653977529341,0.0,0.4039755776967989,0.31145774099325413,0.24995277329360802,0.0,0.7751962518047228,0.14285731724330292
83,0.7598457008000605,0.8903653977529341,0.0,0.4039755776967989,0.31145774099325413,0.24995277329360802,0.0,0.7751962518047228,0.4285716029575886
84,0.9520643663494959,0.6652433398632479,0.0,0.12295952251944257,0.7569324304451166,0.9255680468947542,0.0,0.1226455728060632,0.14285731724330292
85,0.9900980262455971,0.31742238665446865,0.0,0.9355172973814201,0.3562861629089248,0.5870967356807361,0.0,0.6556090607029087,0.4285716029575886
86,0.46419301059716606,0.7389331785562427,0.0,0.7626401931890974,0.777037810364794,0.2134083922590331,0.0,0.6909452196119702,0.7142858886718744
87,0.8406983315690196,0.10210230321240818,0.0,0.8316763055722319,0.8466116418401286,0.5370820087447645,0.0,0.384082581559066,0.7142858886718744
88,0.5722752706918098,0.8963315643360336,0.0,0.36364976879394123,0.2731385979466494,0.0822915074058144,0.0,0.8772041238912213,0.7142858886718744
89,0.5295806451412681,0.18644055399677228,0.0,0.33549915493020294,0.4955318428674996,0.9053180667281989,0.0,0.6299967162082207,0.4285716029575886
90,0.6545644178966291,0.9126884662219161,0.0,0.5920092947131194,0.9547335546783364,0.4877996147608042,0.0,0.6420878752839052,1.00000017438616
91,0.18720107237435615,0.2723912998172131,0.0,0.5885797995540872,0.4200028453728003,0.9404401009555547,0.0,0.6683638009268037,1.00000017438616
92,0.5165987585364464,0.43507976976386625,0.0,0.022460522856400936,0.17453740658878727,0.5830360438139044,0.0,0.7995703984939142,0.4285716029575886
93,0.9568745226669766,0.8655139309951523,0.0,0.8438739640500469,0.2884991685754439,0.8906322327730188,0.0,0.4058938579080863,0.14285731724330292
94,0.4133528294356408,0.5803167842167384,0.0,0.36742766831152396,0.5045422296339188,0.4751728614545771,0.0,0.06098166701099973,1.00000017438616
95,0.6702810641576245,0.43331072994521347,0.0,0.7594910417592148,0.5417392963371999,0.04269425481639962,0.0,0.286424093331382,0.14285731724330292
96,0.559829617160537,0.4729784050971022,0.0,0.543732907364685,0.7682589254904731,0.6819522521809458,0.0,0.49922904631266884,1.00000017438616
97,0.5914223794614714,0.9690150954598925,0.0,0.9433760856023392,0.9170434267427184,0.9018606954167948,0.0,0.5949364080420744,0.7142858886718744
98,0.25648797060978074,0.7043522337667842,0.0,0.7494120499439119,0.9074197943660961,0.5298239118671639,0.0,0.38576689193007646,0.7142858886718744
99,0.15161764400000693,0.6914145704785944,0.0,0.750142196457692,0.7433365927039434,0.013008622201603082,0.0,0.7047464797236386,1.00000017438616
100,0.3380816934483268,0.7676835681396553,0.0,0.7402915395020642,0.4701647971206777,0.276351222838025,0.0,0.24364804423893702,1.7438616006464665e-07
101,0.01396091166438296,0.21746761991905933,0.0,0.9754252204863055,0.2947973557005261,0.7584232459278283,0.0,0.7696680089074837,0.7142858886718744
102,0.9128812378927,0.8129254573713928,0.0,0.30412158827118274,0.9268018629369006,0.6864058026047758,0.0,0.9956340079610401,0.14285731724330292
103,0.15542818453235768,0.4780057537716707,0.0,0.7222203326132902,0.6033995580620689,0.415364604336063,0.0,0.6239664606167061,0.14285731724330292
104,0.42526020316533564,0.2698498238354206,0.0,0.6319753195224139,0.5496307326312914,0.7375148459059288,0.0,0.4372555309206756,0.7142858886718744
105,0.8238172471179699,0.45267468272951233,0.0,0.5011952023917112,0.005855097652191196,0.23119465113735338,0.0,0.6507515332867677,1.00000017438616
106,0.2679498904844209,0.4822660942941531,0.0,0.08531273816567626,0.37131818362577196,0.9232631581452827,0.0,0.9864629744665014,0.4285716029575886
107,0.5367963682069475,0.34740590710588104,0.0,0.380546418662273,0.9796657295230473,0.5043545947455107,0.0,0.5709392800952704,0.7142858886718744
108,0.239416217574492,0.6391159622043154,0.0,0.6227686348185517,0.8412480390433609,0.5190472137592095,0.0,0.12891402576846137,0.14285731724330292
109,0.9434625683510299,0.10847311899630027,0.0,0.42832418452553966,0.8638556569262927,0.1453011644108768,0.0,0.4151709937338963,1.00000017438616
110,0.47683392729414786,0.7744977857787104,0.0,0.41548596008480976,0.4433227378823464,0.21833501537735187,0.0,0.37102034739026424,1.00000017438616
111,0.787968438650543,0.24291202215382002,0.0,0.014195425229063948,0.7853809488743896,0.47053254571369385,0.0,0.40475276339644184,1.7438616006464665e-07
112,0.9520643663494959,0.6652433398632479,0.0,0.12295952251944257,0.7569324304451166,0.9255680468947542,0.0,0.1226455728060632,1.7438616006464665e-07
113,0.055667211515568756,0.5684351741869154,0.0,0.3240098945912028,0.8728987868863688,0.6458597554135161,0.0,0.19263163993465818,1.00000017438616
114,0.8685151543817242,0.9922534235826707,0.0,0.4207158032023449,0.8397049991628185,0.38703822611137695,0.0,0.18770101285186389,0.7142858886718744
115,0.1797866919752607,0.5595407250093467,0.0,0.32974869524317457,0.5324783920180434,0.9863183065921654,0.0,0.826916761727969,1.7438616006464665e-07
116,0.7116713324203077,0.2360206474419067,0.0,0.5356484150206944,0.448368806317819,0.7114597617464717,0.0,0.1474567138236172,0.14285731724330292
117,0.44792569774145324,0.7933915123046463,0.0,0.05091556415586119,0.6298932003004406,0.059483022697741715,0.0,0.9323301745238574,1.00000017438616
118,0.12281059479344257,0.23198763785499585,0.0,0.8142704924048371,0.8664381866233677,0.2026226774756521,0.0,0.6451367097635012,1.7438616006464665e-07
119,0.7909271697587238,0.40257346954417333,0.0,0.04858750276089619,0.9243630405118876,0.530848000519581,0.0,0.5307630187047877,1.00000017438616
120,0.18114079806364622,0.3286931859988642,0.0,0.6431025901582931,0.8933896082239365,0.8125585813559826,0.0,0.036527583781108805,1.7438616006464665e-07
121,0.3105115491353751,0.08682037374797447,0.0,0.1484097457736809,0.9598603372492115,0.37390404497757745,0.0,0.4543691816051614,0.14285731724330292
122,0.0016181137977168416,0.9972643359981986,0.0,0.9544980965379803,0.9886984696658497,0.06708179242067089,0.0,0.09091434028960818,0.7142858886718744
123,0.19403280759988972,0.6331899874174868,0.0,0.3722504563020922,0.09744004699006681,0.5761990705156883,0.0,0.1635507209392137,1.00000017438616
124,0.43986773884841057,0.6751854334080989,0.0,0.093976306757856,0.06134596393221789,0.7336065831821311,0.0,0.7407005591969323,0.4285716029575886
125,0.6800352557062571,0.5242600592561897,0.0,0.18587338299849976,0.9003971402750182,0.29438309292861214,0.0,0.8550606420907676,0.7142858886718744
126,0.7956547512141628,0.8006106316586098,0.0,0.3473934663385435,0.7489978740683221,0.5524026581469812,0.0,0.1843705964559229,1.00000017438616
127,0.7479417692504655,0.5603862021191577,0.0,0.4078500156904942,0.3324024259006107,0.6252453090220907,0.0,0.010969804263689388,0.14285731724330292
128,0.6257425945476562,0.9512223695207488,0.0,0.8946125101513135,0.5643388848758556,0.7040786388533261,0.0,0.46276242137889706,1.7438616006464665e-07
129,0.693670675611526,0.9573653139997498,0.0,0.5074191940624453,0.5118573320462542,0.9573189596022936,0.0,0.7610459310061473,0.4285716029575886
130,0.5508849675872881,0.7113595281380357,0.0,0.6965128313663165,0.5858498840085289,0.9785107828065301,0.0,0.8474135044830722,0.14285731724330292
131,0.24659254768831104,0.7889943785400543,0.0,0.04104525943993437,0.050955268533329205,0.3466716756993759,0.0,0.6867091349721716,0.7142858886718744
132,0.6566289950478237,0.15814633602586875,0.0,0.19240611882969844,0.21621270046808902,0.0390458089825516,0.0,0.412319399788103,1.00000017438616
133,0.0016181137977168416,0.9972643359981986,0.0,0.9544980965379803,0.9886984696658497,0.06708179242067089,0.0,0.09091434028960818,0.4285716029575886
134,0.9997164593235235,0.37633586929973634,0.0,0.6577740321337587,0.7296877304356955,0.5465854337227722,0.0,0.516783213355389,0.4285716029575886
135,0.8606359539571761,0.28827894666501985,0.0,0.21158157813330222,0.6782229311148825,0.022404507567520025,0.0,0.6054541034300474,1.7438616006464665e-07
136,0.7756859538254062,0.051014365435769204,0.0,0.8861657042163092,0.7305868964004903,0.36901358715084137,0.0,0.29680625016988943,0.14285731724330292
137,0.8576860878184294,0.19382739316939995,0.0,0.9109137698349083,0.9802735980482684,0.8558011881601912,0.0,0.17906474034238953,0.4285716029575886
138,0.35859038790676134,0.6409910168666574,0.0,0.7167815926510367,0.5152471859254648,0.7528325433095238,0.0,0.44653939435607487,0.7142858886718744
139,0.7689354590251234,0.015422678014380317,0.0,0.43443797129253714,0.04698110487341561,0.4926040175255519,0.0,0.5417036249669547,1.00000017438616
140,0.07273424839254139,0.7551572067596115,0.0,0.5597913897067732,0.37803899582970385,0.02923313219215179,0.0,0.5971606982160941,0.7142858886718744
141,0.11542182282449633,0.29476673881023063,0.0,0.4948989221332191,0.08873615661023773,0.22875715113395506,0.0,0.982164720908073,0.4285716029575886
142,0.9366529632981634,0.2601887333043133,0.0,0.02555379391282753,0.8159669457287009,0.8541102334440127,0.0,0.588986383986854,0.7142858886718744
143,0.5367963682069475,0.34740590710588104,0.0,0.380546418662273,0.9796657295230473,0.5043545947455107,0.0,0.5709392800952704,1.7438616006464665e-07
144,0.11197353862755584,0.8300468292377815,0.0,0.13478825085471546,0.5823940796558739,0.31699347661821875,0.0,0.7383204534250709,0.14285731724330292
145,0.505022498582828,0.986036690403931,0.0,0.18005519926159053,0.3689234565088219,0.4341989398307108,0.0,0.494780289960193,1.00000017438616
146,0.511701769346533,0.671634536876309,0.0,0.22405697125433308,0.1679855044940439,0.26627478545802047,0.0,0.26954979493913883,0.4285716029575886
147,0.9159111728560952,0.4249298950896894,0.0,0.6190283019212186,0.9976445426008315,0.9901243339729398,0.0,0.8347152558944055,0.14285731724330292
148,0.559829617160537,0.4729784050971022,0.0,0.543732907364685,0.7682589254904731,0.6819522521809458,0.0,0.49922904631266884,1.7438616006464665e-07
149,0.5508849675872881,0.7113595281380357,0.0,0.6965128313663165,0.5858498840085289,0.9785107828065301,0.0,0.8474135044830722,0.4285716029575886
150,0.35023788544326184,0.4569606938563575,0.0,0.26743561380032743,0.39490668562559395,0.7863793684758765,0.0,0.0578947442937654,1.00000017438616
151,0.9707299546432906,0.8297464517701697,0.0,0.008409984010688543,0.3294364150413856,0.13686694090335932,0.0,0.018431392639988744,1.7438616006464665e-07
152,0.005561661225348264,0.1435066410226362,0.0,0.30570922237443415,0.3460081904626082,0.1506874948558108,0.0,0.5607885356517992,0.7142858886718744
153,0.5809589541058051,0.12344536768009248,0.0,0.684936392754025,0.09064364922991623,0.8491884483809737,0.0,0.1966912220085457,0.14285731724330292
154,0.055667211515568756,0.5684351741869154,0.0,0.3240098945912028,0.8728987868863688,0.6458597554135161,0.0,0.19263163993465818,0.14285731724330292
155,0.575865905305653,0.1680951870293355,0.0,0.5260737979865064,0.3827635558811454,0.051435545301350825,0.0,0.23805100798059067,0.14285731724330292
156,0.7070833655029278,0.5328885293853819,0.0,0.39397193672171277,0.35167705610398875,0.7935524489051109,0.0,0.34768292979809656,1.7438616006464665e-07
157,0.6545644178966291,0.9126884662219161,0.0,0.5920092947131194,0.9547335546783364,0.4877996147608042,0.0,0.6420878752839052,0.14285731724330292
158,0.08047787762863981,0.49376822149736066,0.0,0.9884531563818332,0.3055278684342982,0.5630296025349931,0.0,0.06561392365220228,1.00000017438616
159,0.227836433751078,0.3435590812327764,0.0,0.7112678912079827,0.0443300153303639,0.5135379640514438,0.0,0.520037841942385,0.7142858886718744
160,0.15542818453235768,0.4780057537716707,0.0,0.7222203326132902,0.6033995580620689,0.415364604336063,0.0,0.6239664606167061,1.00000017438616
161,0.20652115525771345,0.7093557066211811,0.0,0.2894845291972388,0.9695367038265008,0.35834224502227796,0.0,0.7098348775926043,1.7438616006464665e-07
162,0.12737982652618593,0.8762724935850291,0.0,0.1442943162428023,0.14323194064097466,0.39508953440865896,0.0,0.949418278142326,1.7438616006464665e-07
163,0.6856636330621382,0.515535261209046,0.0,0.8298664882495687,0.011745962782888798,0.7089266186362814,0.0,0.5452759773509658,0.7142858886718744
164,0.8857351538205032,0.7965058882487288,0.0,0.06304447253129244,0.3227965925301944,0.828532962932825,0.0,0.44114406596403266,0.4285716029575886
165,0.47004787237918944,0.9721041818548609,0.0,0.3574437227581444,0.962479477485043,0.8678230607909332,0.0,0.15025613984633085,0.7142858886718744
166,0.2440727275542819,0.13316029830657589,0.0,0.29198893992360186,0.7908881900934782,0.9453173168682907,0.0,0.1671515502772614,1.00000017438616
167,0.599767971424511,0.3888167255912611,0.0,0.16938389749402777,0.4923338814603787,0.08974975794132202,0.0,0.2941421827106184,0.4285716029575886
168,0.7956547512141628,0.8006106316586098,0.0,0.3473934663385435,0.7489978740683221,0.5524026581469812,0.0,0.1843705964559229,0.4285716029575886
169,0.19663619550688963,0.3545282057942669,0.0,0.4500463378289581,0.2998544736401197,0.4484956403836815,0.0,0.8699244698118767,1.7438616006464665e-07
170,0.20437562808814289,0.1955761027104974,0.0,0.2709769504484698,0.6596670962761293,0.8020259343170987,0.0,0.6756646695163209,0.4285716029575886
171,0.08047787762863981,0.49376822149736066,0.0,0.9884531563818332,0.3055278684342982,0.5630296025349931,0.0,0.06561392365220228,0.14285731724330292
172,0.48306197291209235,0.04518718479214053,0.0,0.8097017005999284,0.4264871387947374,0.4354146823360283,0.0,0.0964200567192717,1.00000017438616
173,0.44037829961612224,0.2770254389471868,0.0,0.1782244083577943,0.6718328035075936,0.715679046856985,0.0,0.309046509554739,0.7142858886718744
174,0.575865905305653,0.1680951870293355,0.0,0.5260737979865064,0.3827635558811454,0.051435545301350825,0.0,0.23805100798059067,0.7142858886718744
175,0.20437562808814289,0.1955761027104974,0.0,0.2709769504484698,0.6596670962761293,0.8020259343170987,0.0,0.6756646695163209,0.14285731724330292
176,0.18720107237435615,0.2723912998172131,0.0,0.5885797995540872,0.4200028453728003,0.9404401009555547,0.0,0.6683638009268037,0.14285731724330292
177,0.5165987585364464,0.43507976976386625,0.0,0.022460522856400936,0.17453740658878727,0.5830360438139044,0.0,0.7995703984939142,0.14285731724330292
178,0.8238172471179699,0.45267468272951233,0.0,0.5011952023917112,0.005855097652191196,0.23119465113735338,0.0,0.6507515332867677,0.14285731724330292
179,0.9685353004875107,0.5912113469842384,0.0,0.6262978566959486,0.8331086919315035,0.821375394905348,0.0,0.42306255553948663,0.4285716029575886
180,0.21852081592078607,0.5467159649312305,0.0,0.19546673988048757,0.03519959272439059,0.03253503171381619,0.0,0.8057019164708242,0.14285731724330292
181,0.05036001710854957,0.4436079105106022,0.0,0.41159768909946703,0.1607325354249003,0.1679837330265599,0.0,0.9510651631896717,1.7438616006464665e-07
182,0.7849713878531327,0.732391399477505,0.0,0.44119978985450464,0.8146339050159359,0.7236753671891253,0.0,0.7526522188873156,0.7142858886718744
183,0.6702810641576245,0.43331072994521347,0.0,0.7594910417592148,0.5417392963371999,0.04269425481639962,0.0,0.286424093331382,0.4285716029575886
184,0.534360669165437,0.28057162774694333,0.0,0.8543756311090299,0.2625073890824683,0.7437659036196236,0.0,0.4817987947514521,0.14285731724330292
185,0.3105115491353751,0.08682037374797447,0.0,0.1484097457736809,0.9598603372492115,0.37390404497757745,0.0,0.4543691816051614,1.00000017438616
186,0.20437562808814289,0.1955761027104974,0.0,0.2709769504484698,0.6596670962761293,0.8020259343170987,0.0,0.6756646695163209,1.7438616006464665e-07
187,0.22480507079483475,0.6220480606608257,0.0,0.7666106314571635,0.0348946232277805,0.243447149014734,0.0,0.7223080181006138,0.7142858886718744
188,0.5892446886096158,0.9253329030384629,0.0,0.29623511248201106,0.6509473658484137,0.5243161797422872,0.0,0.13592371861002459,0.4285716029575886
189,0.9826942197011864,0.8236809113832002,0.0,0.45832302963409277,0.3361642658982458,0.19084145575210204,0.0,0.3041778659942303,0.7142858886718744
